Return_ID,Return_Date,Return_Reason,Return_Status,Approval_Date,Return_Notes,Customer_account_ID
RET000823,2022-05-22,Product not as described,Rejected,2022-05-27,Customer requested return. Condition noted.,CST000433
RET000824,2024-05-06,Product not as described,Rejected,2024-05-10,Customer requested return. Condition noted.,CST000429
RET000825,2023-01-11,Defective product,Rejected,2023-01-13,Customer requested return. Condition noted.,CST001695
RET000826,2025-08-03,Incompatible with device,Approved,2025-08-06,Customer requested return. Condition noted.,CST001756
RET000827,2022-08-05,Wrong item delivered,Approved,2022-08-11,Customer requested return. Condition noted.,CST000867
RET000828,2022-08-17,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST001541
RET000829,2024-04-22,Incompatible with device,Processing,,Customer requested return. Condition noted.,CST002963
RET000830,2024-12-28,Defective product,Approved,2025-01-02,Customer requested return. Condition noted.,CST001454
RET000831,2024-04-04,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST001793
RET000832,2022-01-05,Product not as described,Approved,2022-01-09,Customer requested return. Condition noted.,CST001317
RET000833,2023-11-20,Incompatible with device,Approved,2023-11-24,Customer requested return. Condition noted.,CST002226
RET000834,2023-04-21,Incompatible with device,Approved,2023-04-25,Customer requested return. Condition noted.,CST000765
RET000835,2025-08-11,Better price found elsewhere,Approved,2025-08-12,Customer requested return. Condition noted.,CST000183
RET000836,2022-08-18,Wrong item delivered,Approved,2022-08-20,Customer requested return. Condition noted.,CST000422
RET000837,2025-12-22,Better price found elsewhere,Approved,2025-12-27,Customer requested return. Condition noted.,CST001430
RET000838,2025-05-11,Damaged during shipping,Approved,2025-05-15,Customer requested return. Condition noted.,CST002649
RET000839,2025-12-15,Wrong item delivered,Approved,2025-12-18,Customer requested return. Condition noted.,CST000648
RET000840,2025-02-28,Damaged during shipping,Rejected,2025-03-05,Customer requested return. Condition noted.,CST001906
RET000841,2023-04-05,Defective product,Rejected,2023-04-09,Customer requested return. Condition noted.,CST002679
RET000842,2023-01-28,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST000704
RET000843,2022-11-28,Better price found elsewhere,Approved,2022-12-05,Customer requested return. Condition noted.,CST000356
RET000844,2024-12-24,Incompatible with device,Approved,2024-12-26,Customer requested return. Condition noted.,CST002257
RET000845,2024-03-29,Defective product,Approved,2024-03-30,Customer requested return. Condition noted.,CST002156
RET000846,2022-05-10,Duplicate purchase,Approved,2022-05-13,Customer requested return. Condition noted.,CST000758
RET000847,2025-09-30,Changed mind,Approved,2025-10-04,Customer requested return. Condition noted.,CST001678
RET000848,2022-04-27,Changed mind,Approved,2022-04-28,Customer requested return. Condition noted.,CST002843
RET000849,2022-07-16,Better price found elsewhere,Rejected,2022-07-18,Customer requested return. Condition noted.,CST000575
RET000850,2022-11-14,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST002873
RET000851,2024-05-17,Defective product,Approved,2024-05-18,Customer requested return. Condition noted.,CST000362
RET000852,2023-11-09,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST000602
RET000853,2023-10-15,Better price found elsewhere,Approved,2023-10-20,Customer requested return. Condition noted.,CST001802
RET000854,2023-03-01,Duplicate purchase,Approved,2023-03-03,Customer requested return. Condition noted.,CST000781
RET000855,2022-07-03,Product not as described,Rejected,2022-07-07,Customer requested return. Condition noted.,CST000339
RET000856,2023-09-23,Product not as described,Approved,2023-09-25,Customer requested return. Condition noted.,CST000194
RET000857,2022-12-19,Product not as described,Pending,,Customer requested return. Condition noted.,CST002268
RET000858,2023-02-27,Product not as described,Approved,2023-03-06,Customer requested return. Condition noted.,CST002802
RET000859,2024-07-06,Changed mind,Approved,2024-07-13,Customer requested return. Condition noted.,CST001061
RET000860,2023-10-14,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST000793
RET000861,2022-11-19,Wrong item delivered,Approved,2022-11-20,Customer requested return. Condition noted.,CST000033
RET000862,2024-10-22,Better price found elsewhere,Approved,2024-10-24,Customer requested return. Condition noted.,CST000450
RET000863,2022-05-17,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST003000
RET000864,2025-01-30,Defective product,Approved,2025-02-05,Customer requested return. Condition noted.,CST002247
RET000865,2022-03-12,Defective product,Processing,,Customer requested return. Condition noted.,CST002666
RET000866,2023-03-18,Product not as described,Pending,,Customer requested return. Condition noted.,CST000979
RET000867,2024-03-16,Damaged during shipping,Approved,2024-03-22,Customer requested return. Condition noted.,CST000108
RET000868,2022-06-11,Better price found elsewhere,Approved,2022-06-17,Customer requested return. Condition noted.,CST000763
RET000869,2025-01-23,Duplicate purchase,Approved,2025-01-24,Customer requested return. Condition noted.,CST000951
RET000870,2023-08-27,Better price found elsewhere,Approved,2023-09-02,Customer requested return. Condition noted.,CST000939
RET000871,2024-05-15,Incompatible with device,Rejected,2024-05-22,Customer requested return. Condition noted.,CST001206
RET000872,2024-03-13,Damaged during shipping,Approved,2024-03-16,Customer requested return. Condition noted.,CST001006
RET000873,2022-08-26,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST002072
RET000874,2025-01-12,Changed mind,Approved,2025-01-17,Customer requested return. Condition noted.,CST001806
RET000875,2024-08-22,Defective product,Processing,,Customer requested return. Condition noted.,CST002935
RET000876,2024-04-15,Duplicate purchase,Approved,2024-04-17,Customer requested return. Condition noted.,CST002280
RET000877,2024-08-25,Changed mind,Processing,,Customer requested return. Condition noted.,CST001672
RET000878,2023-04-14,Defective product,Approved,2023-04-18,Customer requested return. Condition noted.,CST001906
RET000879,2022-12-26,Changed mind,Approved,2022-12-27,Customer requested return. Condition noted.,CST000733
RET000880,2023-09-18,Incompatible with device,Rejected,2023-09-19,Customer requested return. Condition noted.,CST002412
RET000881,2022-11-05,Changed mind,Processing,,Customer requested return. Condition noted.,CST001423
RET000882,2025-01-13,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST002715
RET000883,2022-10-02,Better price found elsewhere,Approved,2022-10-04,Customer requested return. Condition noted.,CST000240
RET000884,2024-08-26,Duplicate purchase,Approved,2024-08-28,Customer requested return. Condition noted.,CST000420
RET000885,2024-03-06,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST000363
RET000886,2023-06-24,Damaged during shipping,Approved,2023-06-29,Customer requested return. Condition noted.,CST001018
RET000887,2022-08-17,Better price found elsewhere,Approved,2022-08-24,Customer requested return. Condition noted.,CST001835
RET000888,2024-12-12,Incompatible with device,Rejected,2024-12-16,Customer requested return. Condition noted.,CST002043
RET000889,2025-01-13,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST001207
RET000890,2023-11-28,Incompatible with device,Approved,2023-12-01,Customer requested return. Condition noted.,CST000796
RET000891,2024-02-24,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000347
RET000892,2023-04-16,Product not as described,Processing,,Customer requested return. Condition noted.,CST002361
RET000893,2025-07-07,Changed mind,Approved,2025-07-12,Customer requested return. Condition noted.,CST001604
RET000894,2023-06-22,Product not as described,Approved,2023-06-26,Customer requested return. Condition noted.,CST002965
RET000895,2023-08-23,Product not as described,Approved,2023-08-27,Customer requested return. Condition noted.,CST002836
RET000896,2022-06-26,Damaged during shipping,Approved,2022-06-30,Customer requested return. Condition noted.,CST001103
RET000897,2022-06-05,Wrong item delivered,Approved,2022-06-06,Customer requested return. Condition noted.,CST001697
RET000898,2024-11-18,Duplicate purchase,Approved,2024-11-23,Customer requested return. Condition noted.,CST000706
RET000899,2024-07-01,Wrong item delivered,Approved,2024-07-02,Customer requested return. Condition noted.,CST001449
RET000900,2024-05-16,Product not as described,Rejected,2024-05-21,Customer requested return. Condition noted.,CST000078
RET000901,2024-11-15,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST000339
RET000902,2024-09-19,Defective product,Approved,2024-09-26,Customer requested return. Condition noted.,CST001155
RET000903,2023-03-31,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST001689
RET000904,2024-05-22,Incompatible with device,Approved,2024-05-25,Customer requested return. Condition noted.,CST000035
RET000905,2025-10-15,Defective product,Approved,2025-10-17,Customer requested return. Condition noted.,CST002777
RET000906,2025-10-09,Better price found elsewhere,Approved,2025-10-12,Customer requested return. Condition noted.,CST002946
RET000907,2024-01-04,Damaged during shipping,Approved,2024-01-06,Customer requested return. Condition noted.,CST002900
RET000908,2024-12-08,Defective product,Approved,2024-12-13,Customer requested return. Condition noted.,CST000855
RET000909,2024-12-31,Product not as described,Pending,,Customer requested return. Condition noted.,CST002697
RET000910,2022-12-18,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002682
RET000911,2022-11-20,Changed mind,Processing,,Customer requested return. Condition noted.,CST000880
RET000912,2022-12-30,Damaged during shipping,Approved,2023-01-04,Customer requested return. Condition noted.,CST002131
RET000913,2022-12-31,Damaged during shipping,Approved,2023-01-05,Customer requested return. Condition noted.,CST000242
RET000914,2024-07-14,Wrong item delivered,Rejected,2024-07-20,Customer requested return. Condition noted.,CST000378
RET000915,2025-07-21,Duplicate purchase,Approved,2025-07-26,Customer requested return. Condition noted.,CST001572
RET000916,2024-07-27,Product not as described,Rejected,2024-08-01,Customer requested return. Condition noted.,CST002134
RET000917,2022-04-10,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST000299
RET000918,2024-12-03,Duplicate purchase,Rejected,2024-12-05,Customer requested return. Condition noted.,CST002361
RET000919,2022-02-02,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST000210
RET000920,2024-05-18,Defective product,Approved,2024-05-19,Customer requested return. Condition noted.,CST001083
RET000921,2025-02-03,Changed mind,Pending,,Customer requested return. Condition noted.,CST000917
RET000922,2022-09-10,Duplicate purchase,Approved,2022-09-11,Customer requested return. Condition noted.,CST002152
RET000923,2024-10-12,Better price found elsewhere,Approved,2024-10-13,Customer requested return. Condition noted.,CST000383
RET000924,2022-11-22,Wrong item delivered,Approved,2022-11-27,Customer requested return. Condition noted.,CST001218
RET000925,2025-07-24,Better price found elsewhere,Approved,2025-07-26,Customer requested return. Condition noted.,CST002214
RET000926,2023-01-01,Changed mind,Pending,,Customer requested return. Condition noted.,CST001615
